Composers,Composer last name,Famous violinists and pianists,Musical instrument,'Artist, conductor, orchestra, piece name mentioned',Genre,Piece type,completeness
Henry Eichheim ,Eichheim ,,,,,,
Ernst Eichner ,Eichner ,,,,,,
Ludovico Einaudi ,Einaudi ,,,,,,
Gottfried von Einem ,von Einem ,,,,,,
Hanns Eisler ,Eisler ,,,,,,
Danny Elfman ,Elfman ,,,,,,
Edward Elgar ,Elgar ,,,,,,
Anders Eliasson ,Eliasson ,,,,,,
Dror Elimelech ,Elimelech ,,,,,,
Elisabeth Sophie of Mecklenburg ,Sophie of Mecklenburg ,,,,,,
Heino Eller ,Eller ,,,,,,
Rosalind Ellicott ,Ellicott ,,,,,,
Don Ellis ,Ellis ,,,,,,
'Eloy d''Amerval ','d''Amerval ',,,,,,
Jean-Claude Éloy ,Éloy ,,,,,,
Mohamed El-Qasabgi ,El-Qasabgi ,,,,,,
Luther Orlando Emerson ,Orlando Emerson ,,,,,,
Maurice Emmanuel ,Emmanuel ,,,,,,
Simon Emmerson ,Emmerson ,,,,,,
Juan del Encina ,del Encina ,,,,,,
George Enescu ,Enescu ,,,,,,
Einar Englund ,Englund ,,,,,,
August Enna ,Enna ,,,,,,
Péter Eötvös ,Eötvös ,,,,,,
Donald Erb ,Erb ,,,,,,
Christian Erbach ,Erbach ,,,,,,
Heimo Erbse ,Erbse ,,,,,,
Eduard Erdmann ,Erdmann ,,,,,,
Robert Erickson ,Erickson ,,,,,,
Carsten Bo Eriksen ,Bo Eriksen ,,,,,,
Ferenc Erkel ,Erkel ,,,,,,
Ulvi Cemal Erkin ,Cemal Erkin ,,,,,,
'Frédéric Alfred d''Erlanger ','Alfred d''Erlanger ',,,,,,
Philipp Heinrich Erlebach ,Heinrich Erlebach ,,,,,,
Gustav Ernesaks ,Ernesaks ,,,,,,
Heinrich Wilhelm Ernst ,Wilhelm Ernst ,,,,,,
Iván Erőd ,Erőd ,,,,,,
Pasquale Errichelli ,Errichelli ,,,,,,
'Thomas Erskine, 6th Earl of Kellie ','Erskine, 6th Earl of Kellie ',,,,,,
Thierry Escaich ,Escaich ,,,,,,
Pedro de Escobar ,de Escobar ,,,,,,
Bartolomé de Escobedo ,de Escobedo ,,,,,,
Pozzi Escot ,Escot ,,,,,,
Rudolf Escher ,Escher ,,,,,,
Andrei Eshpai ,Eshpai ,,,,,,
Karlheinz Essl ,Essl ,,,,,,
João Rodrigues Esteves ,Rodrigues Esteves ,,,,,,
'Paschal de l''Estocart ','de l''Estocart ',,,,,,
Julio Estrada ,Estrada ,,,,,,
Alvin Etler ,Etler ,,,,,,
Franco Evangelisti ,Evangelisti ,,,,,,
Ralph Evans ,Evans ,,,,,,
Victor Ewald ,Ewald ,,,,,,
Eric Ewazen ,Ewazen ,,,,,,
Joseph Leopold Eybler ,Leopold Eybler ,,,,,,
Jacob van Eyck ,van Eyck ,,,,,,
Ernest van der Eyken ,van der Eyken ,,,,,,
Martinus Fabri ,Fabri ,,,,,,
Giacomo Facco ,Facco ,,,,,,
Michelangelo Faggioli ,Faggioli ,,,,,,
Francesco Nicola Fago ,Nicola Fago ,,,,,,
Blair Fairchild ,Fairchild ,,,,,,
Mohammed Fairouz ,Fairouz ,,,,,,
Richard Faith ,Faith ,,,,,,
Rolande Falcinelli ,Falcinelli ,,,,,,
Adam Falckenhagen ,Falckenhagen ,,,,,,
Michele Falco ,Falco ,,,,,,
Andrea Falconieri ,Falconieri ,,,,,,
Leo Fall ,Fall ,,,,,,
Manuel de Falla ,de Falla ,,,,,,
Michelangelo Falvetti ,Falvetti ,,,,,,
Guido Alberto Fano ,Alberto Fano ,,,,,,
Philip Michael Faraday ,Michael Faraday ,,,,,,
Giuseppe Farinelli ,Farinelli ,,,,,,
Ferenc Farkas ,Farkas ,,,,,,
John Farmer ,Farmer ,,,,,,
Giles Farnaby ,Farnaby ,,,,,,
Gareth Farr ,Farr ,,,,,,
Ernest Farrar ,Farrar ,,,,,,
Ciarán Farrell ,Farrell ,,,,,,
Louise Farrenc ,Farrenc ,,,,,,
Arthur Farwell ,Farwell ,,,,,,
Giovanni Battista Fasolo ,Battista Fasolo ,,,,,,
Carl Friedrich Christian Fasch ,Friedrich Christian Fasch ,,,,,,
Johann Friedrich Fasch ,Friedrich Fasch ,,,,,,
Guillaume Faugues  ,Faugues  ,,,,,,
Sanford Faulkner ,Faulkner ,,,,,,
Gabriel Fauré ,Fauré ,,,,,,
Robert Fayrfax ,Fayrfax ,,,,,,
Reinhard Febel ,Febel ,,,,,,
Johannes Fedé  ,Fedé  ,,,,,,
Samuil Feinberg ,Feinberg ,,,,,,
Jindřich Feld ,Feld ,,,,,,
Morton Feldman ,Feldman ,,,,,,
Eric Fenby ,Fenby ,,,,,,
Philippe Fénelon ,Fénelon ,,,,,,
George Fenton ,Fenton ,,,,,,
Francesco Feo ,Feo ,,,,,,
Louis Ferdinand ,Ferdinand ,,,,,,
'Ferdinand III, Holy Roman Emperor ','III, Holy Roman Emperor ',,,,,,
Howard Ferguson ,Ferguson ,,,,,,
Stephen Ferguson,Ferguson,,,,,,
Frank Ferko ,Ferko ,,,,,,
Giuseppe Ferlendis ,Ferlendis ,,,,,,
Gaspar Fernandes ,Fernandes ,,,,,,
Oscar Lorenzo Fernández ,Lorenzo Fernández ,,,,,,
Brian Ferneyhough ,Ferneyhough ,,,,,,
John Fernström ,Fernström ,,,,,,
Alfonso Ferrabosco the elder  ,Ferrabosco the elder  ,,,,,,
Alfonso Ferrabosco the younger ,Ferrabosco the younger ,,,,,,
Domenico Ferrabosco ,Ferrabosco ,,,,,,
Benedetto Ferrari ,Ferrari ,,,,,,
Gabrielle Ferrari ,Ferrari ,,,,,,
Giacomo Gotifredo Ferrari ,Gotifredo Ferrari ,,,,,,
Luc Ferrari ,Ferrari ,,,,,,
Lorenzo Ferrero ,Ferrero ,,,,,,
Giovanni Ferretti ,Ferretti ,,,,,,
Pierre-Octave Ferroud ,Ferroud ,,,,,,
Frederic Ernest Fesca ,Ernest Fesca ,,,,,,
Willem de Fesch ,de Fesch ,,,,,,
Costanzo Festa ,Festa ,,,,,,
Sebastiano Festa ,Festa ,,,,,,
Michael Christian Festing ,Christian Festing ,,,,,,
Richard Festinger ,Festinger ,,,,,,
François-Joseph Fétis ,Fétis ,,,,,,
Antoine de Févin ,de Févin ,,,,,,
Robert de Févin ,de Févin ,,,,,,
Pierre Février ,Février ,,,,,,
Josef Fiala ,Fiala ,,,,,,
Zdeněk Fibich ,Fibich ,,,,,,
Jacobo Ficher ,Ficher ,,,,,,
John Field ,Field ,,,,,,
Alexander von Fielitz ,von Fielitz ,,,,,,
Giulio Fiesco ,Fiesco ,,,,,,
Siegfried Fietz ,Fietz ,,,,,,
Juan de Dios Filiberto ,de Dios Filiberto ,,,,,,
Arkady Filippenko ,Filippenko ,,,,,,
Henry Fillmore ,Fillmore ,,,,,,
Anton Fils ,Fils ,,,,,,
Heinrich Finck ,Finck ,,,,,,
Hermann Finck ,Finck ,,,,,,
Irving Fine ,Fine ,,,,,,
Vivian Fine ,Fine ,,,,,,
Gottfried Finger ,Finger ,,,,,,
Ross Lee Finney ,Lee Finney ,,,,,,
Michael Finnissy ,Finnissy ,,,,,,
Aldo Finzi ,Finzi ,,,,,,
Gerald Finzi ,Finzi ,,,,,,
Jean-Joseph Fiocco ,Fiocco ,,,,,,
Joseph-Hector Fiocco ,Fiocco ,,,,,,
Pietro Antonio Fiocco ,Antonio Fiocco ,,,,,,
Valentino Fioravanti ,Fioravanti ,,,,,,
Nicola Fiorenza ,Fiorenza ,,,,,,
Federigo Fiorillo ,Fiorillo ,,,,,,
Paolo da Firenze  ,da Firenze  ,,,,,,
Elena Firsova ,Firsova ,,,,,,
C. P. First ,P. First ,,,,,,
Johann Fischer ,Fischer ,,,,,,
Johann Caspar Ferdinand Fischer ,Caspar Ferdinand Fischer ,,,,,,
Domenico Fischietti ,Fischietti ,,,,,,
Emmanuel Fisher ,Fisher ,,,,,,
William Arms Fisher ,Arms Fisher ,,,,,,
Graham Fitkin ,Fitkin ,,,,,,
Nicolas Flagello ,Flagello ,,,,,,
Mateo Flecha the elder ,Flecha the elder ,,,,,,
Étienne-Joseph Floquet ,Floquet ,,,,,,
Pietro Floridia ,Floridia ,,,,,,
Friedrich von Flotow ,von Flotow ,,,,,,
Carlisle Floyd ,Floyd ,,,,,,
Dave Flynn ,Flynn ,,,,,,
Carel Anton Fodor ,Anton Fodor ,,,,,,
Josef Bohuslav Foerster ,Bohuslav Foerster ,,,,,,
Francesco Foggia ,Foggia ,,,,,,
Giacomo Fogliano  ,Fogliano  ,,,,,,
Yevstigney Fomin ,Fomin ,,,,,,
Pierre Fontaine ,Fontaine ,,,,,,
Giovanni Battista Fontana ,Battista Fontana ,,,,,,
Alfonso Fontanelli ,Fontanelli ,,,,,,
Jacqueline Fontyn ,Fontyn ,,,,,,
Martin Fondse ,Fondse ,,,,,,
Arthur Foote ,Foote ,,,,,,
Johann Nikolaus Forkel ,Nikolaus Forkel ,,,,,,
Thomas Ford ,Ford ,,,,,,
Carlo Forlivesi ,Forlivesi ,,,,,,
Antoine Forqueray ,Forqueray ,,,,,,
Jean-Baptiste Forqueray ,Forqueray ,,,,,,
Nicolas Formé ,Formé ,,,,,,
Emanuel Aloys Förster ,Aloys Förster ,,,,,,
Georg Forster ,Forster ,,,,,,
Kaspar Förster  ,Förster  ,,,,,,
Cecil Forsyth ,Forsyth ,,,,,,
Malcolm Forsyth ,Forsyth ,,,,,,
Wesley Octavius Forsyth ,Octavius Forsyth ,,,,,,
Wolfgang Fortner ,Fortner ,,,,,,
Johann Philipp Förtsch ,Philipp Förtsch ,,,,,,
Lukas Foss ,Foss ,,,,,,
François de Fossa ,de Fossa ,,,,,,
David Foster ,Foster ,,,,,,
Stephen Foster ,Foster ,,,,,,
Pierre-Claude Foucquet ,Foucquet ,,,,,,
John Foulds ,Foulds ,,,,,,
Frederick A. Fox ,A. Fox ,,,,,,
Jean Françaix ,Françaix ,,,,,,
Petronio Franceschini ,Franceschini ,,,,,,
Alberto Franchetti ,Franchetti ,,,,,,
Carlo Franchi ,Franchi ,,,,,,
Auguste Franchomme ,Franchomme ,,,,,,
Jan Francisci ,Francisci ,,,,,,
César Franck ,Franck ,,,,,,
Eduard Franck ,Franck ,,,,,,
Johann Wolfgang Franck ,Wolfgang Franck ,,,,,,
Melchior Franck ,Franck ,,,,,,
Richard Franck ,Franck ,,,,,,
Hernando Franco ,Franco ,,,,,,
François Francoeur ,Francoeur ,,,,,,
Massimiliano Frani ,Frani ,,,,,,
Gabriela Lena Frank ,Lena Frank ,,,,,,
Benjamin Frankel ,Frankel ,,,,,,
Ferdinand Fränzl ,Fränzl ,,,,,,
Ignaz Fränzl ,Fränzl ,,,,,,
Harry Lawrence Freeman ,Lawrence Freeman ,,,,,,
Luís de Freitas Branco ,de Freitas Branco ,,,,,,
Johan Henrik Freithoff ,Henrik Freithoff ,,,,,,
Girolamo Frescobaldi ,Frescobaldi ,,,,,,
Jehan Fresneau ,Fresneau ,,,,,,
Peter Racine Fricker ,Racine Fricker ,,,,,,
Géza Frid ,Frid ,,,,,,
Rudolf Friml ,Friml ,,,,,,
Johannes Fritsch ,Fritsch ,,,,,,
Johann Jakob Froberger ,Jakob Froberger ,,,,,,
Johannes Frederik Fröhlich ,Frederik Fröhlich ,,,,,,
David Froom ,Froom ,,,,,,
William Henry Fry ,Henry Fry ,,,,,,
Walter Frye ,Frye ,,,,,,
Johann Nepomuk Fuchs ,Nepomuk Fuchs ,,,,,,
Kenneth Fuchs ,Fuchs ,,,,,,
Robert Fuchs ,Fuchs ,,,,,,
Julius Fučík ,Fučík ,,,,,,
Miguel de Fuenllana ,de Fuenllana ,,,,,,
Adam von Fulda ,von Fulda ,,,,,,
Friedrich Funcke ,Funcke ,,,,,,
Joseph Funk ,Funk ,,,,,,
Beat Furrer ,Furrer ,,,,,,
Wilhelm Furtwängler ,Furtwängler ,,,,,,
Anton Bernhard Fürstenau ,Bernhard Fürstenau ,,,,,,
Johann Joseph Fux ,Joseph Fux ,,,,,,
Pierre Gabaye ,Gabaye ,,,,,,
Charles H. Gabriel ,H. Gabriel ,,,,,,
Thomas Gabriel ,Gabriel ,,,,,,
Andrea Gabrieli ,Gabrieli ,,,,,,
Giovanni Gabrieli ,Gabrieli ,,,,,,
Domenico Gabrielli ,Gabrielli ,,,,,,
Ossip Gabrilowitsch ,Gabrilowitsch ,,,,,,
Axel Gade ,Gade ,,,,,,
Jacob Gade ,Gade ,,,,,,
Niels Gade ,Gade ,,,,,,
Franchinus Gaffurius ,Gaffurius ,,,,,,
Marco da Gagliano ,da Gagliano ,,,,,,
Wenzel Gährich ,Gährich ,,,,,,
Bernhard Gál ,Gál ,,,,,,
Hans Gál ,Gál ,,,,,,
Cristóbal Galán ,Galán ,,,,,,
Nancy Galbraith ,Galbraith ,,,,,,
Michelagnolo Galilei ,Galilei ,,,,,,
Vincenzo Galilei ,Galilei ,,,,,,
Blas Galindo ,Galindo ,,,,,,
Jack Gallagher ,Gallagher ,,,,,,
Johann Ernst Galliard ,Ernst Galliard ,,,,,,
Jacques Gallot ,Gallot ,,,,,,
Jacobus Gallus  ,Gallus  ,,,,,,
Baldassare Galuppi ,Galuppi ,,,,,,
German Galynin ,Galynin ,,,,,,
Elisabetta de Gambarini ,de Gambarini ,,,,,,
John Gamble ,Gamble ,,,,,,
Michael Gandolfi ,Gandolfi ,,,,,,
Kyle Gann ,Gann ,,,,,,
Louis Ganne ,Ganne ,,,,,,
Gara Garayev ,Garayev ,,,,,,
J. Ryan Garber ,Ryan Garber ,,,,,,
José Maurício Nunes Garcia ,Maurício Nunes Garcia ,,,,,,
Antón García Abril ,García Abril ,,,,,,
Carlos Gardel ,Gardel ,,,,,,
Henry Balfour Gardiner ,Balfour Gardiner ,,,,,,
John Gardner ,Gardner ,,,,,,
Zoltán Gárdonyi ,Gárdonyi ,,,,,,
Zsolt Gárdonyi ,Gárdonyi ,,,,,,
Giuseppe Gariboldi ,Gariboldi ,,,,,,
Carlo Giorgio Garofalo ,Giorgio Garofalo ,,,,,,
John Garth ,Garth ,,,,,,
Mathieu Gascongne ,Gascongne ,,,,,,
Francesco Gasparini ,Gasparini ,,,,,,
Quirino Gasparini ,Gasparini ,,,,,,
Florian Leopold Gassmann ,Leopold Gassmann ,,,,,,
Stanislao Gastaldon ,Gastaldon ,,,,,,
Giovanni Giacomo Gastoldi ,Giacomo Gastoldi ,,,,,,
Crawford Gates ,Gates ,,,,,,
Luigi Gatti ,Gatti ,,,,,,
Philippe Gaubert ,Gaubert ,,,,,,
Denis Gaultier ,Gaultier ,,,,,,
Ennemond Gaultier ,Gaultier ,,,,,,
Jacques Gaultier ,Gaultier ,,,,,,
Pierre Gaultier ,Gaultier ,,,,,,
Pierre Gaveaux ,Gaveaux ,,,,,,
Daniel E. Gawthrop ,E. Gawthrop ,,,,,,
Noel Gay ,Gay ,,,,,,
Giuseppe Gazzaniga ,Gazzaniga ,,,,,,
Georg Gebel ,Gebel ,,,,,,
Christian Geist ,Geist ,,,,,,
Michael L. Geller ,L. Geller ,,,,,,
Francesco Geminiani ,Geminiani ,,,,,,
Pietro Generali ,Generali ,,,,,,
Augusto Gentile ,Gentile ,,,,,,
Harald Genzmer ,Genzmer ,,,,,,
Jean-Nicolas Geoffroy ,Geoffroy ,,,,,,
Steven Gerber ,Gerber ,,,,,,
Roberto Gerhard ,Gerhard ,,,,,,
Hans Gerle ,Gerle ,,,,,,
Edward German ,German ,,,,,,
Friedrich Gernsheim ,Gernsheim ,,,,,,
Jhan Gero ,Gero ,,,,,,
Karl Ludwig Gerok ,Ludwig Gerok ,,,,,,
George Gershwin ,Gershwin ,,,,,,
Georg Gerson ,Gerson ,,,,,,
Charles-Hubert Gervais ,Gervais ,,,,,,
Claude Gervaise ,Gervaise ,,,,,,
Bartholomäus Gesius ,Gesius ,,,,,,
Carlo Gesualdo ,Gesualdo ,,,,,,
Gordon Getty ,Getty ,,,,,,
Frans Geysen ,Geysen ,,,,,,
Giorgio Federico Ghedini ,Federico Ghedini ,,,,,,
Géry de Ghersem ,de Ghersem ,,,,,,
Johannes Ghiselin  ,Ghiselin  ,,,,,,
Michael Giacchino ,Giacchino ,,,,,,
Geminiano Giacomelli  ,Giacomelli  ,,,,,,
Vittorio Giannini ,Giannini ,,,,,,
Remo Giazotto ,Giazotto ,,,,,,
Christopher Gibbons ,Gibbons ,,,,,,
Ellis Gibbons ,Gibbons ,,,,,,
Orlando Gibbons ,Gibbons ,,,,,,
Armstrong Gibbs ,Gibbs ,,,,,,
Joseph Gibbs ,Gibbs ,,,,,,
Miriam Gideon ,Gideon ,,,,,,
Nicolas Gigault ,Gigault ,,,,,,
Eugène Gigout ,Gigout ,,,,,,
Angelo Gilardino ,Gilardino ,,,,,,
Jean Gilbert ,Gilbert ,,,,,,
William Gilchrist ,Gilchrist ,,,,,,
Jean Gilles ,Gilles ,,,,,,
Don Gillis ,Gillis ,,,,,,
Patrick Gilmore ,Gilmore ,,,,,,
Jan van Gilse ,van Gilse ,,,,,,
Paul Gilson ,Gilson ,,,,,,
Alberto Ginastera ,Ginastera ,,,,,,
Giuseppe Giordani  ,Giordani  ,,,,,,
Tommaso Giordani ,Giordani ,,,,,,
Umberto Giordano ,Giordano ,,,,,,
Giovanni Giorgi ,Giorgi ,,,,,,
Ruth Gipps ,Gipps ,,,,,,
Janice Giteck ,Giteck ,,,,,,
Mauro Giuliani ,Giuliani ,,,,,,
Lodovico Giustini ,Giustini ,,,,,,
Simon Gjoni ,Gjoni ,,,,,,
Detlev Glanert ,Glanert ,,,,,,
Peggy Glanville-Hicks ,Glanville-Hicks ,,,,,,
Louis Glass ,Glass ,,,,,,
Philip Glass ,Glass ,,,,,,
Alexander Glazunov ,Glazunov ,,,,,,
Frederick Grant Gleason ,Grant Gleason ,,,,,,
Jackie Gleason ,Gleason ,,,,,,
Reinhold Glière ,Glière ,,,,,,
Mikhail Glinka ,Glinka ,,,,,,
Vinko Globokar ,Globokar ,,,,,,
Andrew Glover ,Glover ,,,,,,
Christoph Willibald Gluck ,Willibald Gluck ,,,,,,
Mikhail Gnessin ,Gnessin ,,,,,,
Pietro Gnocchi ,Gnocchi ,,,,,,
Henri Gobbi ,Gobbi ,,,,,,
Benjamin Godard ,Godard ,,,,,,
Félix Godefroid ,Godefroid ,,,,,,
Leopold Godowsky ,Godowsky ,,,,,,
Alexander Godunov ,Godunov ,,,,,,
Roger Goeb ,Goeb ,,,,,,
Alexander Goedicke ,Goedicke ,,,,,,
Alexander Goehr ,Goehr ,,,,,,
Lucien Goethals ,Goethals ,,,,,,
Hermann Goetz ,Goetz ,,,,,,
Walter Goetze ,Goetze ,,,,,,
Karel Goeyvaerts ,Goeyvaerts ,,,,,,
Murray Gold ,Gold ,,,,,,
Johann Gottlieb Goldberg ,Gottlieb Goldberg ,,,,,,
Alexander Goldenweiser ,Goldenweiser ,,,,,,
Edwin Franko Goldman ,Franko Goldman ,,,,,,
Károly Goldmark ,Goldmark ,,,,,,
Rubin Goldmark ,Goldmark ,,,,,,
Berthold Goldschmidt ,Goldschmidt ,,,,,,
Otto Goldschmidt ,Goldschmidt ,,,,,,
Jerry Goldsmith ,Goldsmith ,,,,,,
Osvaldo Golijov ,Golijov ,,,,,,
Jani Golob ,Golob ,,,,,,
Evgeny Golubev ,Golubev ,,,,,,
Nicolas Gombert ,Gombert ,,,,,,
Julia Gomelskaya ,Gomelskaya ,,,,,,
Antônio Carlos Gomes ,Carlos Gomes ,,,,,,
Mikołaj Gomółka ,Gomółka ,,,,,,
Fernando González Casellas ,González Casellas ,,,,,,
Howard Goodall ,Goodall ,,,,,,
Isador Goodman ,Goodman ,,,,,,
Ron Goodwin ,Goodwin ,,,,,,
Eugene Goossens ,Goossens ,,,,,,
Grzegorz Gerwazy Gorczycki ,Gerwazy Gorczycki ,,,,,,
Michael Gordon ,Gordon ,,,,,,
Henryk Górecki ,Górecki ,,,,,,
John Goss ,Goss ,,,,,,
François-Joseph Gossec ,Gossec ,,,,,,
Ralf Gothóni ,Gothóni ,,,,,,
Jakov Gotovac ,Gotovac ,,,,,,
Louis Moreau Gottschalk ,Moreau Gottschalk ,,,,,,
Clytus Gottwald ,Gottwald ,,,,,,
Claude Goudimel ,Goudimel ,,,,,,
Glenn Gould ,Gould ,,,,,,
Morton Gould ,Gould ,,,,,,
Charles Gounod ,Gounod ,,,,,,
Louis Théodore Gouvy ,Théodore Gouvy ,,,,,,
Jacques de Gouy ,de Gouy ,,,,,,
Johann Grabbe ,Grabbe ,,,,,,
Louis Grabu ,Grabu ,,,,,,
Kraig Grady ,Grady ,,,,,,
Paul Graener ,Graener ,,,,,,
Christian Ernst Graf ,Ernst Graf ,,,,,,
Friedrich Hartmann Graf ,Hartmann Graf ,,,,,,
Filippo Gragnani ,Gragnani ,,,,,,
Percy Grainger ,Grainger ,,,,,,
Ron Grainer ,Grainer ,,,,,,
Enrique Granados ,Granados ,,,,,,
Giovanni Battista Granata ,Battista Granata ,,,,,,
Alessandro Grandi ,Grandi ,,,,,,
Philip Grange ,Grange ,,,,,,
Bruno Granichstaedten ,Granichstaedten ,,,,,,
Donald Grantham ,Grantham ,,,,,,
Stéphane Grappelli ,Grappelli ,,,,,,
Carl Heinrich Graun ,Heinrich Graun ,,,,,,
Johann Gottlieb Graun ,Gottlieb Graun ,,,,,,
Christoph Graupner ,Graupner ,,,,,,
Caterina Benedicta Grazianini ,Benedicta Grazianini ,,,,,,
Gaetano Greco ,Greco ,,,,,,
Vicente Greco ,Greco ,,,,,,
Adolph Green ,Green ,,,,,,
Jay Greenberg ,Greenberg ,,,,,,
Maurice Greene ,Greene ,,,,,,
Harry Gregson-Williams ,Gregson-Williams ,,,,,,
Eduard Grell ,Grell ,,,,,,
Nicolas Grenon ,Grenon ,,,,,,
Mark Gresham ,Gresham ,,,,,,
Antoine-Frédéric Gresnick ,Gresnick ,,,,,,
Alexander Gretchaninov ,Gretchaninov ,,,,,,
André Ernest Modeste Grétry ,Ernest Modeste Grétry ,,,,,,
Lucile Grétry ,Grétry ,,,,,,
Geoffrey Grey ,Grey ,,,,,,
Edvard Grieg ,Grieg ,,,,,,
Peter Griesbacher ,Griesbacher ,,,,,,
Charles Griffes ,Griffes ,,,,,,
Nicolas de Grigny ,de Grigny ,,,,,,
Franz Grill ,Grill ,,,,,,
Giovanni Battista Grillo ,Battista Grillo ,,,,,,
Grimace ,,,,,,,
Maria Margherita Grimani ,Margherita Grimani ,,,,,,
Albert Grisar ,Grisar ,,,,,,
Gérard Grisey ,Grisey ,,,,,,
Ferde Grofé ,Grofé ,,,,,,
Olaus Andreas Grøndahl ,Andreas Grøndahl ,,,,,,
Cor de Groot ,de Groot ,,,,,,
Carlo Grossi ,Grossi ,,,,,,
Estienne Grossin ,Grossin ,,,,,,
Dietrich Ewald von Grotthuß  ,Ewald von Grotthuß  ,,,,,,
Eivind Groven ,Groven ,,,,,,
Franz Xaver Gruber ,Xaver Gruber ,,,,,,
Heinz Karl Gruber ,Karl Gruber ,,,,,,
Louis Gruenberg ,Gruenberg ,,,,,,
Gioseffo Guami  ,Guami  ,,,,,,
Camargo Guarnieri ,Guarnieri ,,,,,,
Carlos Guastavino ,Guastavino ,,,,,,
Sofia Gubaidulina ,Gubaidulina ,,,,,,
Pierre Guédron ,Guédron ,,,,,,
Francisco Guerau ,Guerau ,,,,,,
Francisco Guerrero ,Guerrero ,,,,,,
Francisco Guerrero Marín ,Guerrero Marín ,,,,,,
Pietro Alessandro Guglielmi ,Alessandro Guglielmi ,,,,,,
Edward Guglielmino ,Guglielmino ,,,,,,
Jean-Adam Guilain ,Guilain ,,,,,,
Louis-Gabriel Guillemain ,Guillemain ,,,,,,
Jean Guillou ,Guillou ,,,,,,
Alexandre Guilmant ,Guilmant ,,,,,,
Ernest Guiraud ,Guiraud ,,,,,,
Friedrich Gulda ,Gulda ,,,,,,
Adam Gumpelzhaimer ,Gumpelzhaimer ,,,,,,
Gustav Gunsenheimer ,Gunsenheimer ,,,,,,
Jesús Guridi ,Guridi ,,,,,,
Cornelius Gurlitt ,Gurlitt ,,,,,,
Manfred Gurlitt ,Gurlitt ,,,,,,
Ivor Gurney ,Gurney ,,,,,,
Mark Gustavson ,Gustavson ,,,,,,
Juan Gutiérrez de Padilla ,Gutiérrez de Padilla ,,,,,,
Adolphe Gutmann ,Gutmann ,,,,,,
Adalbert Gyrowetz ,Gyrowetz ,,,,,,
Johannes Haarklou ,Haarklou ,,,,,,
Georg Friedrich Haas ,Friedrich Haas ,,,,,,
Joseph Haas ,Haas ,,,,,,
Pavel Haas ,Haas ,,,,,,
Alois Hába ,Hába ,,,,,,
Carolus Hacquart ,Hacquart ,,,,,,
Henry Kimball Hadley ,Kimball Hadley ,,,,,,
Johann Christian Friedrich Haeffner ,Christian Friedrich Haeffner ,,,,,,
Richard Hageman ,Hageman ,,,,,,
Bernhard Joachim Hagen ,Joachim Hagen ,,,,,,
Daron Hagen ,Hagen ,,,,,,
Konrad Hagius ,Hagius ,,,,,,
Reynaldo Hahn ,Hahn ,,,,,,
Jakob Haibel ,Haibel ,,,,,,
Alexei Haieff ,Haieff ,,,,,,
Adolphus Hailstork ,Hailstork ,,,,,,
Uzeyir Hajibeyov ,Hajibeyov ,,,,,,
Darko Hajsek ,Hajsek ,,,,,,
Kimmo Hakola ,Hakola ,,,,,,
Fromental Halévy ,Halévy ,,,,,,
Cristóbal Halffter ,Halffter ,,,,,,
Ernesto Halffter ,Halffter ,,,,,,
Roger Lee Hall ,Lee Hall ,,,,,,
Sylvia Hallett ,Hallett ,,,,,,
Johan Halvorsen ,Halvorsen ,,,,,,
Bengt Hambraeus ,Hambraeus ,,,,,,
Marc-André Hamelin ,Hamelin ,,,,,,
Gordon Hamilton ,Hamilton ,,,,,,
Iain Hamilton ,Hamilton ,,,,,,
Marvin Hamlisch ,Hamlisch ,,,,,,
Emilie Hammarskjöld ,Hammarskjöld ,,,,,,
Franz Xaver Hammer ,Xaver Hammer ,,,,,,
Jan Hammer ,Hammer ,,,,,,
Andreas Hammerschmidt ,Hammerschmidt ,,,,,,
Albert Hammond ,Hammond ,,,,,,
George Frideric Handel ,Frideric Handel ,,,,,,
W. C. Handy ,C. Handy ,,,,,,
Johann Nicolaus Hanff ,Nicolaus Hanff ,,,,,,
Ronald Hanmer ,Hanmer ,,,,,,
James Hannigan ,Hannigan ,,,,,,
Charles-Louis Hanon ,Hanon ,,,,,,
Peter Hänsel ,Hänsel ,,,,,,
Howard Hanson ,Hanson ,,,,,,
Kazuko Hara ,Hara ,,,,,,
John Harbison ,Harbison ,,,,,,
Mike Harding ,Harding ,,,,,,
Miina Härma ,Härma ,,,,,,
Don Harper ,Harper ,,,,,,
Don L. Harper,L. Harper,,,,,,
Richard Harris ,Harris ,,,,,,
Robert A. Harris ,A. Harris ,,,,,,
Roy Harris ,Harris ,,,,,,
Victor Harris ,Harris ,,,,,,
Julius Harrison ,Harrison ,,,,,,
Lou Harrison ,Harrison ,,,,,,
John Hartford ,Hartford ,,,,,,
Stephen Hartke ,Hartke ,,,,,,
Walter Hartley ,Hartley ,,,,,,
Hamilton Harty ,Harty ,,,,,,
Johan Peter Emilius Hartmann ,Peter Emilius Hartmann ,,,,,,
Karl Amadeus Hartmann ,Amadeus Hartmann ,,,,,,
Jonathan Harvey ,Harvey ,,,,,,
Richard Harvey ,Harvey ,,,,,,
Basil Harwood ,Harwood ,,,,,,
Yukari Hashimoto,Hashimoto,,,,,,
Johann Adolph Hasse ,Adolph Hasse ,,,,,,
Peter Hasse ,Hasse ,,,,,,
Hans Leo Hassler ,Leo Hassler ,,,,,,
